,equity
2015-11-23,-17788.5
2015-11-24,-17929.0
2015-11-25,-17929.0
2015-11-27,-17932.0
2015-11-30,-17407.0
2015-12-01,-18344.5
2015-12-02,-17357.0
2015-12-03,-15707.0
2015-12-04,-17907.0
2015-12-07,-17132.0
2015-12-08,-16582.0
2015-12-09,-15757.0
2015-12-10,-16135.0
2015-12-11,-16135.0
2015-12-14,-16138.0
2015-12-15,-17575.5
2015-12-16,-19156.5
2015-12-17,-17856.5
2015-12-18,-15994.0
2015-12-21,-16034.5
2015-12-22,-16037.5
2015-12-23,-17437.5
2015-12-24,-17190.5
2015-12-28,-17190.5
2015-12-29,-17190.5
2015-12-30,-17190.5
2015-12-31,-17190.5
2016-01-04,-17193.5
2016-01-05,-17746.5
2016-01-06,-17746.5
2016-01-07,-17746.5
2016-01-08,-17746.5
2016-01-11,-17746.5
2016-01-12,-17746.5
2016-01-13,-17749.5
2016-01-14,-19362.0
2016-01-15,-17049.5
2016-01-19,-17252.5
2016-01-20,-17252.5
2016-01-21,-17252.5
2016-01-22,-17252.5
2016-01-25,-17252.5
2016-01-26,-17252.5
2016-01-27,-17252.5
2016-01-28,-17252.5
2016-01-29,-17252.5
2016-02-01,-17252.5
2016-02-02,-17252.5
2016-02-03,-17252.5
2016-02-04,-17252.5
2016-02-05,-17252.5
2016-02-08,-17252.5
2016-02-09,-17252.5
2016-02-10,-17252.5
2016-02-11,-17252.5
2016-02-12,-17252.5
2016-02-16,-17252.5
2016-02-17,-17252.5
2016-02-18,-17252.5
2016-02-19,-17255.5
2016-02-22,-18693.0
2016-02-23,-17693.0
2016-02-24,-17843.0
2016-02-25,-18946.0
2016-02-26,-18949.0
2016-02-29,-18377.0
2016-03-01,-18380.0
2016-03-02,-18783.0
2016-03-03,-18783.0
2016-03-04,-18786.0
2016-03-07,-18776.5
2016-03-08,-18776.5
2016-03-09,-18776.5
2016-03-10,-18776.5
2016-03-11,-18776.5
2016-03-14,-18776.5
2016-03-15,-18776.5
2016-03-16,-18776.5
2016-03-17,-18776.5
2016-03-18,-18776.5
2016-03-21,-18776.5
